,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,33.31143131337136,33.58544142241499,33.76561859189896,33.79318965769248,33.77566981775651,33.62866414155242,33.83348200585852,33.90445951866728,34.01694824395492,34.0025123813995,33.94259143720092,33.88360371915364,34.11790617439441,34.263417070588325,34.0630435711566,34.17241809791484,34.20540831648838,34.16064856704989,34.433974393976975,34.25564463631433,34.46274085379234,34.51917686947283,34.5063718865201,34.46890709340537,34.267101601617306,34.08661474114873,34.74772258870989,34.235047629002025,34.20162097879455,34.278956792870495,32.385728293355044,32.84061503489397,33.87920859996312,33.88990505815755,33.88116332969516,34.07078853193653,33.978481950370536,33.29571120533575,33.86254957038348,33.953128145400335,33.93479586263368,34.10461159821132,34.08868567426292,34.1159756288621,34.4369607554823,34.50410465704104,34.257142498022006,34.30543842942112,34.00204225998566,33.98629633039528,33.81742096797869,33.88433024367188,33.644812119419015,33.70898178370744,33.60864059557859,33.65648181997307,34.12245729360937,34.27958552161887,33.52174368243233,33.603047063931825,34.20413750372148,33.43414358819574,33.72089205093593,33.75304715951454,33.64402200069908,33.66811608198009,33.8165592908376,34.080242149954216,34.1011834502495,34.09167733577262,34.255902887081376,34.24960557413792,34.26317703091452,34.25682794251836,34.39055740880522,34.386149476206555,34.42903974101441,34.41761340170184,34.601050343736226,33.89947178384455,34.31058529360716,33.83275833740774,34.069571231440406,33.63058073323012,33.8805492924255,33.71839288365341,33.70714751043443,33.846874181272376,33.825734154568224,33.550276950453096,33.803504846312364,34.1958938213818,34.66809400119327,34.48825960069311,34.50727503097005,33.9639950421508
2,33.29818985079764,33.45907457834888,33.7472640604374,33.77229648520797,33.73780510887029,33.60291827758509,33.80548907527244,33.873530756311546,33.97185759552079,33.96629653560942,33.72431786278793,33.95673147275703,34.07388377015103,34.17074805466717,34.21012477779269,34.135638512970274,34.16588977883883,34.38021966315175,34.37479032184439,34.35562311074992,34.22612779514712,34.39883835024318,34.384773150671684,34.685909744588145,34.69473494166667,34.682440749928645,34.67319967433035,34.68023669355206,33.65144048904371,33.583935603846086,33.73808058825962,33.745769341159004,33.76076719683327,33.73438872320557,34.04625379843276,33.460270886750195,33.42828415016712,34.06632998182026,34.10494995491423,33.1001288591102,33.278560127435355,33.926247550364444,34.69428234153125,33.54460712421103,34.190031839738154,34.01630443073239,34.047233097366004,34.033837847208105,33.735417321552376,33.83514716253224,33.521349087926055,33.59710616155249,33.32178121875548,33.29697446929648,33.353183634720494,33.70896275368001,33.896193263605994,33.63077182392719,33.58387219612834,34.07995877136314,34.1247545127367,34.33965695072358,34.33379316669617,34.343638849738575,34.12507025729826,34.60292052294557,34.354538012126426,34.36287954265203,34.35782571818333,34.024067976034345,34.042985523018544,34.03322512565224,33.812625840662534,33.50118379993047,33.61688540216599,33.66887687681185,33.47196850520942,33.45642038686874,33.937005690760586,34.65826722164009,34.43909686752154,33.48967000242509,33.63248788195291,33.8051731383669,33.60937840715522,33.78311886672129,33.506936661948515,33.39143330084954,33.376875493371145,33.6577199938845,33.64635933637781,34.49143430533819,34.48900117549194,34.486568045645726,34.55338805417315,34.62188385879172
3,33.300492119949325,33.64049361151209,33.783750719745235,33.83819656384443,33.832323797068064,33.644864418439354,33.58136160157771,33.93955506878641,33.967980097324755,34.046712160760535,33.98591298229486,33.93480391518502,33.871134117716494,34.289184681233834,34.33968682417443,34.23536267695239,34.22880209601369,34.24832959860262,34.18475848117868,34.33944804635381,34.009973089343355,34.566384227078345,34.559581414877286,34.58198089726021,34.5634173384111,34.51128260931054,34.502727715176874,34.403977723017675,34.06063062074933,34.371813558883034,34.41072518042984,33.97526669649538,33.95178974536606,33.53888009880106,34.139087826357255,34.234895618938936,34.216088747403866,34.26177377456614,34.314430059644266,34.305444120655906,34.02438420959121,33.658469372523825,33.628265648729304,33.60531227565575,33.582358902582165,33.780592472735115,34.351461321357405,33.9532326941619,33.767469306081935,33.80156278869593,33.784846929189825,33.849532960957205,33.879691189116755,33.504847127008894,33.48413396994843,33.52464285205765,33.67727587621044,34.1268131139961,34.843746322857854,34.84610630683603,34.6294949989022,34.64021506208245,33.51131627577645,33.493171973990506,33.711905448951654,33.769239103766225,33.75590826564228,33.74257742751836,33.50747496268092,33.50169487698554,33.48522358179267,33.468520019335664,33.750080677962785,34.281894855136514,34.34574174446911,34.341278951296005,34.389254962816466,34.33469770510675,34.16928841187783,33.92359718526262,33.95537193025518,34.13979888802127,33.68826891471387,33.676621764558625,34.126953509697145,34.159718607446976,34.15245230026381,34.093790115950085,34.317943585224626,34.07203047911969,33.94642190498057,33.94245744659091,34.11437643810453,34.10834959117811,34.1577660275546,34.15230202393367
4,33.33732306696602,33.54233702498701,33.76183794484665,33.860016000152825,33.83585595912748,33.64975401209766,33.72806625808278,33.83062812568187,34.01836539349438,34.08329980537702,34.03534175523001,34.067071712710955,34.02506413515455,34.17403943458044,34.33401658254692,34.22029178494415,34.23223923936643,34.20271563612157,34.50259030521395,34.521226386892835,34.36246904493041,34.54765124390784,34.54021360557489,34.529478506788465,34.84775371194155,34.879405829212224,34.81810765983535,34.861671067441875,34.859079203255845,34.86301266996641,35.048677261016664,33.93457358700015,33.72541853174916,33.697887572110275,33.36341493487853,33.51722986299602,34.083097261294654,34.40105056574089,34.366037021539455,34.389271326066066,33.99441389954079,33.99818456774011,33.982085436410244,34.657333212489526,34.75377597404082,34.97924568163367,34.984476166455096,34.989495591391105,34.52904746572644,34.35754268432305,34.65288440318413,33.94787018455749,33.94401960996242,33.44440347750992,33.49399017751183,33.45585499416772,33.67811312453042,33.937585182676386,33.92469417514676,34.243685711110025,34.23601723433923,34.275466846488605,34.268519011502775,34.26157117651698,34.11074386146242,33.86162025315154,33.85019557121532,33.83770951710664,33.54046119387911,33.79356112448589,33.92303071940839,33.912192696698824,33.90135467398916,33.89051665127951,33.91824798100836,34.11376704192193,34.10600988101585,34.34759476074062,34.37182736576028,34.331662134641874,34.45899304600596,34.45577893252188,34.203820947941736,34.19773266663052,34.19164438531928,34.246989990575905,33.95965028355727,33.951133681582014,34.008861005224304,34.18573458867498,34.17819226989737,34.17234849340265,34.16650471690792,34.15901664514842,34.13011022688541,34.124015586312765
5,33.38311220759333,33.29041350059441,33.890010506644884,33.93677361909548,33.93872871770345,33.639541964541365,33.731300119664546,33.60115352101435,34.16883058910794,34.23604449777924,34.19986325446349,34.1248592480104,34.08268771347301,34.00110419808421,34.54883557789113,34.306213563496755,34.506644543096655,34.48820831256482,34.461441643160526,34.39412333311799,34.37538783081268,34.36097545104093,34.891274826405265,34.8930018426167,34.85957454948605,34.86415956679311,34.784366328948124,34.78715623908758,34.77763067636573,34.752982107020976,34.78492735360281,34.779322440527565,34.68532636413329,33.57085943690734,33.54001512668087,33.43224590157061,33.4640897860628,33.62095694014481,33.735223147402365,33.83855914242005,33.9968686282635,34.04211231223793,34.02445807064588,34.31251849429351,34.303773469832834,34.89698516133616,34.46582783860767,34.13069538367087,34.09628098825704,34.20152155456477,34.06719758510185,34.15241039625798,34.13720195398224,33.93955394364974,33.43493694942589,33.54162727962688,33.584412964394375,33.56551834072506,33.54662371705578,33.28147176174892,33.28365347702338,33.8680340358337,33.85491026550262,33.34050759733654,33.31996110917333,33.48792419782444,33.38706711175401,33.368055638130784,33.24111797298473,33.22061815784355,33.200118342702346,33.398087703538586,33.384582716460145,33.42802893622796,33.405915522638296,33.624929504935054,33.63789605321454,32.99256047107444,32.966853869595,32.94551369147609,33.27346335124712,33.42884278251616,33.413652676149155,33.51237295907505,33.498484048186725,33.4845951372984,33.55361111667913,34.19516636523538,34.27896959987529,34.18982234110288,34.184066995920944,34.17831165073892,34.17255630555698,34.1778794357532,34.1491494674646,34.112161402082016
6,33.326573170903615,33.47252730848879,33.76406299777097,33.79732520625588,33.75472538922287,33.626361822644164,33.673548135090954,33.89712985982757,33.91525463369075,33.98274644934612,33.740542648380206,33.973211209166024,34.07738536235499,34.03126897755662,33.98964667226602,34.14619880375375,34.113134406522896,34.07601605939601,34.23724505783899,34.34925023964119,34.47462505262887,34.404478112503774,34.39134011777417,34.37371854071347,34.349686585616084,34.67431882564711,34.67210108357957,34.66988334151201,34.66578991390416,33.69093234504223,34.23502667433232,34.51304130164906,33.33677771857956,33.956844057516015,33.93252460518079,33.78294888893199,33.81181359892227,33.35630719806964,33.47886676761051,33.44922860802806,33.41959044844561,34.08670754640522,33.73246283015054,33.71082055310217,33.18657084485432,33.217424827704455,33.26179356388373,33.55332385764431,33.53030598626343,33.50728811488252,33.86253413854655,33.84645395913453,33.83037377972254,33.25578091044298,33.35133360865779,33.32663667246116,33.52038204486844,33.50024251859171,33.480102992315004,33.45996346603831,33.43982393976158,33.419684413484845,33.39071885699859,33.16932093913026,33.13490943267709,33.11149700691031,33.36675124513374,33.32879758876552,33.30907895010299,33.28936031144043,33.12344326279933,33.52541469751492,33.9946600816889,33.70430369021345,33.80212612076588,34.13839568509852,34.129147557974335,33.978582136274326,33.96925185467832,34.16655821715881,33.99590890990225,33.9275412561088,33.918051125605714,34.07726608610572,34.17081158858573,34.164390943951545,34.15797029931736,34.14221128035889,33.98304961442288,33.95836482053962,34.11738715986435,34.11010447629836,34.10351936184649,34.096934247394586,34.20059872868411,34.220081697153546
7,33.35575943080926,33.54689574941586,33.83385567866135,33.80927068052475,33.80887100141355,33.570648601737446,33.72110935796371,33.85434745953366,34.08001865126839,34.126547754224184,34.08115970182915,33.78652201488045,34.033276058204805,34.20083376822394,34.17005567127517,34.15643869202299,34.363618709210115,34.39672682974705,34.59554514937771,34.58913569290658,34.463138397328635,34.44964019700794,34.10632181198183,34.06730881916153,34.70963592834666,34.7063396368197,34.96357858913626,34.970912038671,34.97824548820577,34.97858590029796,34.985711046710456,35.111829418744705,34.02323186956369,34.003624084303475,33.98401629904326,34.00822554118997,34.19448615380506,34.16763298195633,34.153864737698825,34.336688546256056,34.3161469712381,34.30664298047597,34.297138989713844,34.35090620009386,34.34273422329107,34.01301025253697,33.99834568403034,33.54883924189407,33.5257376642132,33.50263608653233,33.47953450885145,33.436323465921866,33.41285979941518,33.39027594281823,33.93753832660505,33.90974378289379,33.92062087193097,33.64660605647501,33.6288447872034,33.78084034157909,33.86989542255708,33.85642156308766,33.80679439170058,33.792777021106815,33.772099150250284,33.757984586684614,33.26834551374099,33.22012719815322,33.25983171970633,33.23395907671795,33.48946024437191,33.47269226415804,33.4559242839442,33.43915630373037,33.42238832351658,34.26619509136863,34.260247354489735,34.254299617610855,34.45153912222688,34.01879508365544,34.0101713564994,34.001547629343406,34.13431352796683,34.12732422862686,34.120334929286855,34.11334562994688,34.04812883285189,34.26839397933608,34.42441051453359,34.3805943728872,34.37676181745427,34.68858604540996,34.688058036832,34.68753002825409,34.68407704709212,34.99922258823345
8,33.531851105463794,33.555469332575456,33.651898161733754,33.68153484887748,33.71116169456361,33.51519967186027,33.54425357360641,33.73651647082282,33.827998302840435,33.820527858970095,33.82616285262857,33.63134236845336,33.91605952791067,33.97016170994454,34.05219192919686,33.91501146117986,33.872379009555225,33.82330632476918,34.14585975825695,34.11912771155018,34.09239566484338,34.103880264806385,34.07865353751903,34.05342681023166,34.3872230555193,34.365469255436295,34.32948132015651,34.306709639694375,34.2927210407628,34.278732441831266,33.782261519621656,33.75429288609389,33.64621329293124,33.61605016486229,33.65602934258477,33.25683766296886,33.21911579399746,34.06741789928949,34.051029793366226,34.034641687442985,34.05397728927255,34.038391221469205,33.36602434746078,33.33632876075791,33.295753675637215,33.73765117475886,33.519890631634595,33.49559066209539,33.464584749278856,33.48780272745799,33.46150964837943,33.43792086320596,33.41433207803251,33.390743292859085,33.3508134244925,33.62247130523102,33.55204671166303,33.53229147930979,33.51253624695653,33.49278101460326,34.05109292337495,33.54435362389034,33.79772728314704,33.7834502796114,33.76917327607579,33.75489627254023,33.740619269004625,33.72634226546904,33.68309086543544,33.60142917907935,33.634818876432135,33.66471896307964,33.65025983387764,33.635921834474885,33.82165707178365,33.80986724650869,33.798077421233785,33.763374124796954,33.69270440518598,33.67992355282785,33.75714449614188,33.700898628291014,33.68866230448673,33.67642598068238,34.26231625792512,34.25683572592355,34.25135519392193,34.245874661920354,34.43674998353453,34.4333917713615,34.43003355918854,34.71083207241732,34.71044849146478,34.70822866271164,34.70782625452492,34.70742384633823
9,33.367177805387904,33.51870861928181,33.81498186765532,33.853740594577324,33.816528736584175,33.567168907030606,33.65215553378678,33.797340563687854,34.02720408471406,34.08184682555926,34.026748914975016,33.990494779678,34.18104988648297,34.146645425566206,34.088236622713055,34.10540808441962,34.0834110062293,34.279695089991286,34.35592461270371,34.48860279356674,34.47777403555444,34.46670506937733,34.62763577489247,34.619535256168334,34.84680077001971,34.84756737390292,34.850900996262936,34.85423461862296,34.838366039801905,34.37721084352466,34.38569562566998,34.37017997873649,33.477271098897035,34.03787648272965,33.76257704768683,33.7791046788887,33.754570682421644,33.908392566996824,34.191559190313484,33.49407018973801,33.54991829090312,33.66147224677583,33.63759014365928,33.61370804054279,33.583913041911615,33.559909113133216,33.887880428194826,33.85989219523391,33.842641730760135,33.81874908941457,33.78380839070049,33.75999197389089,33.74218523038813,33.724378486885385,33.54304248406257,33.52244099717018,34.3014234034047,34.2940327896624,34.28664217592006,34.15612282964892,33.676229293643814,33.52329592478053,33.49337438620896,33.95971154014991,33.94383950482144,33.96780645825504,34.17000722019233,34.1618010670148,33.96770137911452,33.95693271786635,33.946164056618144,33.940775083733776,33.97011751498056,33.96406009678108,33.95393913295504,33.38962466317872,33.37253671622143,33.749660052096374,33.73639583151611,33.52431815016083,33.50966193722561,33.86772438980215,33.904944272175854,33.89519613760511,33.82344991451559,34.00349503812832,33.97039072613519,34.138167041870695,34.09550751379772,34.42106973260246,34.64948311298728,34.6484361796957,34.30488216870164,34.3002864819455,34.29569079518934,34.02398206338064
